step,day,worker,animal,tty,ds5,ds20,has_replacement,replacement_count,best_alt,is_winner
177,7,F,COW,87,455.0,2161.0,True,45,HARVEST,True
177,7,H2,SHEEP,135,455.0,2161.0,True,45,HARVEST,True
182,7,H2,SHEEP,130,840.0,1706.0,True,36,HARVEST,True
195,8,F,COW,999,0.0,1534.0,True,60,WATER,True
196,8,H0,COW,164,0.0,2854.0,True,59,WATER,True
198,8,F,COW,999,0.0,3394.0,True,57,WATER,True
199,8,H0,COW,161,0.0,3394.0,True,56,WATER,True
199,8,H1,COW,113,0.0,3394.0,True,56,WATER,True
201,8,F,COW,63,0.0,3394.0,True,51,WATER,True
202,8,H0,SHEEP,110,0.0,3394.0,True,49,WATER,True
205,8,H0,SHEEP,107,0.0,3394.0,True,40,HARVEST,True
221,9,H0,SHEEP,91,0.0,968.0,True,61,WATER,True
222,9,H3,COW,90,0.0,968.0,True,58,WATER,True
224,9,H0,SHEEP,88,0.0,968.0,True,57,WATER,True
224,9,H2,COW,136,0.0,968.0,True,57,WATER,True
227,9,H2,COW,133,0.0,968.0,True,49,HARVEST,True
229,9,F,SHEEP,999,0.0,1079.0,True,44,HARVEST,True
232,9,F,SHEEP,999,800.0,1449.0,True,40,HARVEST,True
243,10,F,COW,999,37.0,10561.0,True,71,WATER,True
244,10,H4,COW,116,111.0,10561.0,True,70,WATER,True
246,10,F,COW,999,333.0,16150.0,True,68,WATER,True
247,10,H2,COW,161,481.0,16150.0,True,65,WATER,True
247,10,H4,COW,113,481.0,16150.0,True,65,WATER,True
248,10,H3,SHEEP,999,596.0,16113.0,True,60,WATER,True
250,10,H4,COW,158,791.0,15928.0,True,53,WATER,True
252,10,H3,COW,60,950.0,15747.0,True,46,WATER,True
254,10,H4,SHEEP,58,4698.0,15600.0,True,41,WATER,True
268,11,H0,COW,92,156.0,4729.0,True,50,WATER,True
270,11,H7,COW,138,429.0,7619.0,True,48,WATER,True
271,11,H0,COW,89,624.0,7619.0,True,45,WATER,True
271,11,H1,SHEEP,137,624.0,7619.0,True,45,WATER,True
271,11,H12,COW,137,624.0,7619.0,True,45,WATER,True
272,11,F,COW,999,780.0,7541.0,True,42,WATER,True
275,11,F,COW,999,1209.0,7190.0,True,37,WATER,True
276,11,H1,SHEEP,132,1287.0,7118.0,True,37,WATER,True
291,12,F,COW,999,123.0,4459.0,True,94,WATER,True
292,12,H0,COW,68,246.0,4607.0,True,92,WATER,True
292,12,H1,SHEEP,116,246.0,4607.0,True,92,WATER,True
293,12,H3,SHEEP,999,492.0,5867.0,True,91,WATER,True
294,12,F,COW,999,656.0,5867.0,True,89,WATER,True
294,12,H4,COW,114,656.0,5867.0,True,89,WATER,True
295,12,H0,COW,65,738.0,5867.0,True,87,WATER,True
295,12,H1,SHEEP,113,738.0,5867.0,True,87,WATER,True
296,12,H3,SHEEP,999,779.0,5744.0,True,87,WATER,True
298,12,H0,COW,110,533.0,5375.0,True,80,WATER,True
316,13,H1,SHEEP,92,0.0,0.0,True,95,WATER,True
317,13,H4,SHEEP,999,0.0,4296.0,True,93,WATER,True
318,13,H3,COW,999,0.0,4296.0,True,91,WATER,True
319,13,H1,SHEEP,89,0.0,4296.0,True,88,WATER,True
320,13,H4,SHEEP,999,0.0,4296.0,True,85,WATER,True
321,13,F,COW,999,0.0,4296.0,True,81,WATER,True
322,13,H0,COW,86,0.0,4296.0,True,77,WATER,True
325,13,H4,COW,83,0.0,4464.0,True,66,WATER,True
339,14,F,COW,999,42.0,2923.0,True,96,WATER,True
341,14,H3,SHEEP,67,336.0,3943.0,True,94,WATER,True
342,14,F,COW,999,504.0,3943.0,True,92,WATER,True
343,14,H2,COW,65,672.0,3943.0,True,89,WATER,True
344,14,H3,SHEEP,64,840.0,3901.0,True,88,WATER,True
346,14,H4,COW,62,1050.0,3607.0,True,83,WATER,True
353,14,H4,SHEEP,999,991.0,2011.0,True,72,WATER,True
363,15,F,COW,999,0.0,1473.0,True,101,WATER,True
364,15,H0,COW,999,0.0,1595.0,True,99,WATER,True
366,15,F,COW,999,0.0,5111.0,True,95,WATER,True
366,15,H3,COW,999,0.0,5111.0,True,95,WATER,True
367,15,H0,COW,999,0.0,5111.0,True,91,WATER,True
367,15,H9,SHEEP,999,0.0,5111.0,True,91,WATER,True
369,15,F,COW,999,0.0,6509.0,True,83,WATER,True
374,15,F,SHEEP,999,1473.0,6959.0,True,54,WATER,True
387,16,F,COW,999,1443.0,3936.0,True,98,WATER,True
390,16,F,COW,999,675.0,3370.0,True,92,WATER,True
390,16,H2,SHEEP,999,675.0,3370.0,True,92,WATER,True
401,16,H4,SHEEP,999,711.0,2245.0,True,68,WATER,True
412,17,H0,COW,999,0.0,6502.0,True,107,WATER,True
412,17,H1,SHEEP,999,0.0,6502.0,True,107,WATER,True
414,17,H3,COW,999,0.0,9572.0,True,103,WATER,True
415,17,H0,COW,137,0.0,9572.0,True,99,WATER,True
415,17,H1,SHEEP,999,0.0,9572.0,True,99,WATER,True
416,17,H4,COW,999,0.0,9572.0,True,95,WATER,True
417,17,F,COW,999,0.0,9572.0,True,90,WATER,True
418,17,H0,COW,999,0.0,9572.0,True,86,WATER,True
435,18,F,COW,999,46.0,9318.0,True,102,WATER,True
437,18,H3,SHEEP,999,460.0,10344.0,True,100,WATER,True
438,18,F,COW,999,690.0,10344.0,True,97,WATER,True
438,18,H0,SHEEP,999,690.0,10344.0,True,97,WATER,True
441,18,H0,SHEEP,999,1012.0,10114.0,True,85,WATER,True
460,19,H0,COW,999,141.0,13223.0,True,115,WATER,True
461,19,H4,SHEEP,999,329.0,17599.0,True,112,WATER,True
462,19,H3,COW,999,517.0,17599.0,True,110,WATER,True
463,19,H0,COW,89,705.0,17599.0,True,107,WATER,True
464,19,H4,COW,999,893.0,17552.0,True,102,WATER,True
465,19,F,COW,999,1081.0,17458.0,True,98,WATER,True
466,19,H0,COW,999,4409.0,17270.0,True,92,WATER,True
470,19,H0,SHEEP,999,7891.0,17145.0,True,72,WATER,True
483,20,F,COW,999,192.0,1104.0,True,103,WATER,True
484,20,H1,SHEEP,999,480.0,2634.0,True,102,WATER,True
486,20,F,COW,999,1104.0,5654.0,True,98,WATER,True
487,20,H1,SHEEP,999,1104.0,5654.0,True,97,WATER,True
491,20,H0,COW,999,0.0,4550.0,True,77,WATER,True
507,21,F,COW,999,0.0,16717.0,True,139,HARVEST,True
508,21,H0,COW,999,0.0,16717.0,True,137,HARVEST,True
508,21,H1,SHEEP,999,0.0,16717.0,True,137,HARVEST,True
509,21,H3,SHEEP,999,0.0,18352.0,True,136,HARVEST,True
511,21,H1,SHEEP,999,936.0,18352.0,True,129,HARVEST,True
512,21,H3,COW,999,936.0,18352.0,True,126,HARVEST,True
513,21,F,COW,999,936.0,18352.0,True,119,HARVEST,True
513,21,H4,COW,999,936.0,18352.0,True,119,HARVEST,True
514,21,H0,COW,999,1176.0,18352.0,True,112,HARVEST,True
517,21,F,SHEEP,999,1434.0,17861.0,True,93,HARVEST,True
531,22,F,COW,999,245.0,4002.0,True,111,WATER,True
533,22,H4,SHEEP,999,788.0,12866.0,True,107,WATER,True
534,22,F,COW,999,1038.0,12983.0,True,105,WATER,True
536,22,H4,SHEEP,999,1185.0,12738.0,True,102,WATER,True
536,22,H8,COW,999,1185.0,12738.0,True,102,WATER,True
538,22,H0,COW,999,642.0,12195.0,True,92,WATER,True
555,23,F,COW,999,0.0,6067.0,True,131,HARVEST,True
556,23,H0,COW,999,0.0,6067.0,True,129,HARVEST,True
556,23,H1,SHEEP,999,0.0,6067.0,True,129,HARVEST,True
558,23,H3,COW,999,0.0,13269.0,True,125,HARVEST,True
559,23,H0,COW,999,0.0,13269.0,True,122,HARVEST,True
559,23,H1,SHEEP,999,0.0,13269.0,True,122,HARVEST,True
560,23,H8,COW,999,0.0,13269.0,True,114,HARVEST,True
561,23,F,COW,999,0.0,13269.0,True,112,HARVEST,True
562,23,H0,COW,999,0.0,13269.0,True,110,HARVEST,True
577,24,F,COW,999,0.0,4036.0,True,110,WATER,True
580,24,H0,COW,999,468.0,5934.0,True,103,WATER,True
581,24,H3,SHEEP,999,728.0,9252.0,True,100,WATER,True
582,24,F,COW,999,832.0,9632.0,True,98,WATER,True
584,24,H3,SHEEP,999,988.0,9424.0,True,89,WATER,True
604,25,H0,COW,999,0.0,7587.0,True,130,HARVEST,True
605,25,H4,SHEEP,999,0.0,8665.0,True,127,HARVEST,True
607,25,H0,COW,999,0.0,8665.0,True,123,HARVEST,True
608,25,H4,SHEEP,999,1410.0,8665.0,True,115,HARVEST,True
609,25,F,COW,999,1410.0,8665.0,True,112,HARVEST,True
610,25,H0,COW,999,1410.0,8665.0,True,111,HARVEST,True
612,25,H3,COW,999,1410.0,8877.0,True,101,HARVEST,True
612,25,H4,COW,999,1410.0,8877.0,True,101,HARVEST,True
627,26,F,COW,999,212.0,2030.0,True,108,WATER,True
628,26,H1,SHEEP,999,371.0,3018.0,True,106,WATER,True
630,26,F,COW,999,901.0,6170.0,True,102,WATER,True
631,26,H1,SHEEP,999,1325.0,6170.0,True,100,WATER,True
632,26,H4,SHEEP,999,1113.0,5958.0,True,94,WATER,True
652,27,H0,COW,999,0.0,5315.0,True,134,HARVEST,True
652,27,H1,SHEEP,999,0.0,5315.0,True,134,HARVEST,True
653,27,H3,SHEEP,999,0.0,9755.0,True,132,HARVEST,True
655,27,H0,COW,999,0.0,9755.0,True,129,HARVEST,True
656,27,H3,SHEEP,999,0.0,9755.0,True,124,HARVEST,True
656,27,H6,COW,999,0.0,9755.0,True,124,HARVEST,True
657,27,F,COW,999,0.0,9755.0,True,123,HARVEST,True
658,27,H0,COW,999,0.0,9755.0,True,116,HARVEST,True
660,27,H3,COW,999,0.0,9755.0,True,108,HARVEST,True
675,28,F,COW,999,0.0,4083.0,True,103,HARVEST,True
677,28,H3,SHEEP,999,0.0,8316.0,True,97,HARVEST,True
677,28,H4,SHEEP,999,0.0,8316.0,True,97,HARVEST,True
678,28,F,COW,999,0.0,8328.0,True,94,HARVEST,True
680,28,H3,SHEEP,999,0.0,9970.0,True,89,HARVEST,True
680,28,H4,SHEEP,999,0.0,9970.0,True,89,HARVEST,True
8,0,H3,SHEEP,136,0.0,0.0,True,5,HARVEST,False
13,0,H3,SHEEP,131,0.0,0.0,True,9,HARVEST,False
25,1,F,COW,167,0.0,198.0,True,38,HARVEST,False
30,1,F,COW,162,0.0,394.0,True,38,HARVEST,False
33,1,F,SHEEP,111,0.0,456.0,True,38,HARVEST,False
35,1,F,SHEEP,109,198.0,549.0,True,38,HARVEST,False
51,2,H1,COW,141,217.0,1023.0,True,42,HARVEST,False
52,2,F,SHEEP,92,248.0,992.0,True,41,HARVEST,False
54,2,H1,COW,138,310.0,1318.0,True,40,HARVEST,False
55,2,F,SHEEP,89,310.0,1256.0,True,38,HARVEST,False
75,3,F,COW,117,0.0,320.0,True,41,HARVEST,False
78,3,F,COW,114,0.0,700.0,True,41,HARVEST,False
81,3,F,SHEEP,63,96.0,700.0,True,36,HARVEST,False
84,3,F,SHEEP,60,160.0,734.0,True,33,HARVEST,False
99,4,F,COW,93,66.0,452.0,True,42,HARVEST,False
102,4,F,COW,90,165.0,1481.0,True,40,HARVEST,False
105,4,F,COW,159,0.0,1316.0,True,35,HARVEST,False
124,5,F,COW,68,0.0,0.0,True,42,HARVEST,False
125,5,H0,COW,139,0.0,455.0,True,42,HARVEST,False
127,5,F,COW,65,0.0,455.0,True,41,HARVEST,False
149,6,H3,SHEEP,999,160.0,3227.0,True,44,HARVEST,False
152,6,H3,SHEEP,999,288.0,3195.0,True,40,HARVEST,False
153,6,F,COW,111,224.0,3131.0,True,37,HARVEST,False
156,6,H3,COW,156,0.0,2907.0,True,33,HARVEST,False
174,7,H4,COW,138,210.0,2231.0,True,47,HARVEST,False
177,7,F,COW,87,455.0,2161.0,True,45,HARVEST,False
177,7,H2,SHEEP,135,455.0,2161.0,True,45,HARVEST,False
182,7,H2,SHEEP,130,840.0,1706.0,True,36,HARVEST,False
195,8,F,COW,999,0.0,1534.0,True,60,WATER,False
196,8,H0,COW,164,0.0,2854.0,True,59,WATER,False
198,8,F,COW,999,0.0,3394.0,True,57,WATER,False
199,8,H0,COW,161,0.0,3394.0,True,56,WATER,False
199,8,H1,COW,113,0.0,3394.0,True,56,WATER,False
201,8,F,COW,63,0.0,3394.0,True,51,WATER,False
202,8,H0,SHEEP,110,0.0,3394.0,True,49,WATER,False
205,8,H0,SHEEP,107,0.0,3394.0,True,40,HARVEST,False
221,9,H0,SHEEP,91,0.0,968.0,True,61,WATER,False
222,9,H3,COW,90,0.0,968.0,True,58,WATER,False
224,9,H0,SHEEP,88,0.0,968.0,True,57,WATER,False
224,9,H2,COW,136,0.0,968.0,True,57,WATER,False
227,9,H2,COW,133,0.0,968.0,True,49,HARVEST,False
229,9,F,SHEEP,999,0.0,1079.0,True,44,HARVEST,False
232,9,F,SHEEP,999,800.0,1449.0,True,40,HARVEST,False
243,10,F,COW,999,37.0,10561.0,True,71,WATER,False
244,10,H4,COW,116,111.0,10561.0,True,70,WATER,False
246,10,F,COW,999,333.0,16150.0,True,68,WATER,False
247,10,H2,COW,161,481.0,16150.0,True,65,WATER,False
247,10,H4,COW,113,481.0,16150.0,True,65,WATER,False
248,10,H3,SHEEP,999,596.0,16113.0,True,60,WATER,False
250,10,H4,COW,158,791.0,15928.0,True,53,WATER,False
252,10,H3,COW,60,950.0,15747.0,True,46,WATER,False
254,10,H4,SHEEP,58,4698.0,15600.0,True,41,WATER,False
268,11,H0,COW,92,156.0,4729.0,True,50,WATER,False
270,11,H7,COW,138,429.0,7619.0,True,48,WATER,False
271,11,H0,COW,89,624.0,7619.0,True,45,WATER,False
271,11,H1,SHEEP,137,624.0,7619.0,True,45,WATER,False
271,11,H12,COW,137,624.0,7619.0,True,45,WATER,False
272,11,F,COW,999,780.0,7541.0,True,42,WATER,False
275,11,F,COW,999,1209.0,7190.0,True,37,WATER,False
276,11,H1,SHEEP,132,1287.0,7118.0,True,37,WATER,False
291,12,F,COW,999,123.0,4459.0,True,94,WATER,False
292,12,H0,COW,68,246.0,4607.0,True,92,WATER,False
292,12,H1,SHEEP,116,246.0,4607.0,True,92,WATER,False
293,12,H3,SHEEP,999,492.0,5867.0,True,91,WATER,False
294,12,F,COW,999,656.0,5867.0,True,89,WATER,False
294,12,H4,COW,114,656.0,5867.0,True,89,WATER,False
295,12,H0,COW,65,738.0,5867.0,True,87,WATER,False
295,12,H1,SHEEP,113,738.0,5867.0,True,87,WATER,False
296,12,H3,SHEEP,999,779.0,5744.0,True,87,WATER,False
298,12,H0,COW,110,533.0,5375.0,True,80,WATER,False
316,13,H1,SHEEP,92,0.0,0.0,True,95,WATER,False
317,13,H4,SHEEP,999,0.0,4296.0,True,93,WATER,False
318,13,H3,COW,999,0.0,4296.0,True,91,WATER,False
319,13,H1,SHEEP,89,0.0,4296.0,True,88,WATER,False
320,13,H4,SHEEP,999,0.0,4296.0,True,85,WATER,False
321,13,F,COW,999,0.0,4296.0,True,81,WATER,False
322,13,H0,COW,86,0.0,4296.0,True,77,WATER,False
325,13,H4,COW,83,0.0,4464.0,True,66,WATER,False
339,14,F,COW,999,42.0,2923.0,True,96,WATER,False
341,14,H3,SHEEP,67,336.0,3943.0,True,94,WATER,False
342,14,F,COW,999,504.0,3943.0,True,92,WATER,False
343,14,H2,COW,65,672.0,3943.0,True,89,WATER,False
344,14,H3,SHEEP,64,840.0,3901.0,True,88,WATER,False
346,14,H4,COW,62,1050.0,3607.0,True,83,WATER,False
353,14,H4,SHEEP,999,991.0,2011.0,True,72,WATER,False
363,15,F,COW,999,0.0,1473.0,True,101,WATER,False
364,15,H0,COW,999,0.0,1595.0,True,99,WATER,False
366,15,F,COW,999,0.0,5111.0,True,95,WATER,False
366,15,H3,COW,999,0.0,5111.0,True,95,WATER,False
367,15,H0,COW,999,0.0,5111.0,True,91,WATER,False
367,15,H9,SHEEP,999,0.0,5111.0,True,91,WATER,False
369,15,F,COW,999,0.0,6509.0,True,83,WATER,False
374,15,F,SHEEP,999,1473.0,6959.0,True,54,WATER,False
387,16,F,COW,999,1443.0,3936.0,True,98,WATER,False
390,16,F,COW,999,675.0,3370.0,True,92,WATER,False
390,16,H2,SHEEP,999,675.0,3370.0,True,92,WATER,False
401,16,H4,SHEEP,999,711.0,2245.0,True,68,WATER,False
412,17,H0,COW,999,0.0,6502.0,True,107,WATER,False
412,17,H1,SHEEP,999,0.0,6502.0,True,107,WATER,False
414,17,H3,COW,999,0.0,9572.0,True,103,WATER,False
415,17,H0,COW,137,0.0,9572.0,True,99,WATER,False
415,17,H1,SHEEP,999,0.0,9572.0,True,99,WATER,False
416,17,H4,COW,999,0.0,9572.0,True,95,WATER,False
417,17,F,COW,999,0.0,9572.0,True,90,WATER,False
418,17,H0,COW,999,0.0,9572.0,True,86,WATER,False
435,18,F,COW,999,46.0,9318.0,True,102,WATER,False
437,18,H3,SHEEP,999,460.0,10344.0,True,100,WATER,False
438,18,F,COW,999,690.0,10344.0,True,97,WATER,False
438,18,H0,SHEEP,999,690.0,10344.0,True,97,WATER,False
441,18,H0,SHEEP,999,1012.0,10114.0,True,85,WATER,False
460,19,H0,COW,999,141.0,13223.0,True,115,WATER,False
461,19,H4,SHEEP,999,329.0,17599.0,True,112,WATER,False
462,19,H3,COW,999,517.0,17599.0,True,110,WATER,False
463,19,H0,COW,89,705.0,17599.0,True,107,WATER,False
464,19,H4,COW,999,893.0,17552.0,True,102,WATER,False
465,19,F,COW,999,1081.0,17458.0,True,98,WATER,False
466,19,H0,COW,999,4409.0,17270.0,True,92,WATER,False
470,19,H0,SHEEP,999,7891.0,17145.0,True,72,WATER,False
483,20,F,COW,999,192.0,1104.0,True,103,WATER,False
484,20,H1,SHEEP,999,480.0,2634.0,True,102,WATER,False
486,20,F,COW,999,1104.0,5654.0,True,98,WATER,False
487,20,H1,SHEEP,999,1104.0,5654.0,True,97,WATER,False
491,20,H0,COW,999,0.0,4550.0,True,77,WATER,False
507,21,F,COW,999,0.0,16717.0,True,139,HARVEST,False
508,21,H0,COW,999,0.0,16717.0,True,137,HARVEST,False
508,21,H1,SHEEP,999,0.0,16717.0,True,137,HARVEST,False
509,21,H3,SHEEP,999,0.0,18352.0,True,136,HARVEST,False
511,21,H1,SHEEP,999,936.0,18352.0,True,129,HARVEST,False
512,21,H3,COW,999,936.0,18352.0,True,126,HARVEST,False
513,21,F,COW,999,936.0,18352.0,True,119,HARVEST,False
513,21,H4,COW,999,936.0,18352.0,True,119,HARVEST,False
514,21,H0,COW,999,1176.0,18352.0,True,112,HARVEST,False
517,21,F,SHEEP,999,1434.0,17861.0,True,93,HARVEST,False
531,22,F,COW,999,245.0,4002.0,True,111,WATER,False
533,22,H4,SHEEP,999,788.0,12866.0,True,107,WATER,False
534,22,F,COW,999,1038.0,12983.0,True,105,WATER,False
536,22,H4,SHEEP,999,1185.0,12738.0,True,102,WATER,False
536,22,H8,COW,999,1185.0,12738.0,True,102,WATER,False
538,22,H0,COW,999,642.0,12195.0,True,92,WATER,False
555,23,F,COW,999,0.0,6067.0,True,131,HARVEST,False
556,23,H0,COW,999,0.0,6067.0,True,129,HARVEST,False
556,23,H1,SHEEP,999,0.0,6067.0,True,129,HARVEST,False
558,23,H3,COW,999,0.0,13269.0,True,125,HARVEST,False
559,23,H0,COW,999,0.0,13269.0,True,122,HARVEST,False
559,23,H1,SHEEP,999,0.0,13269.0,True,122,HARVEST,False
560,23,H8,COW,999,0.0,13269.0,True,114,HARVEST,False
561,23,F,COW,999,0.0,13269.0,True,112,HARVEST,False
562,23,H0,COW,999,0.0,13269.0,True,110,HARVEST,False
577,24,F,COW,999,0.0,4036.0,True,110,WATER,False
580,24,H0,COW,999,468.0,5934.0,True,103,WATER,False
581,24,H3,SHEEP,999,728.0,9252.0,True,100,WATER,False
582,24,F,COW,999,832.0,9632.0,True,98,WATER,False
584,24,H3,SHEEP,999,988.0,9424.0,True,89,WATER,False
604,25,H0,COW,999,0.0,7587.0,True,130,HARVEST,False
605,25,H4,SHEEP,999,0.0,8665.0,True,127,HARVEST,False
607,25,H0,COW,999,0.0,8665.0,True,123,HARVEST,False
608,25,H4,SHEEP,999,1410.0,8665.0,True,115,HARVEST,False
609,25,F,COW,999,1410.0,8665.0,True,112,HARVEST,False
610,25,H0,COW,999,1410.0,8665.0,True,111,HARVEST,False
612,25,H3,COW,999,1410.0,8877.0,True,101,HARVEST,False
612,25,H4,COW,999,1410.0,8877.0,True,101,HARVEST,False
627,26,F,COW,999,212.0,2030.0,True,108,WATER,False
628,26,H1,SHEEP,999,371.0,3018.0,True,106,WATER,False
630,26,F,COW,999,901.0,6170.0,True,102,WATER,False
631,26,H1,SHEEP,999,1325.0,6170.0,True,100,WATER,False
632,26,H4,SHEEP,999,1113.0,5958.0,True,94,WATER,False
652,27,H0,COW,999,0.0,5315.0,True,134,HARVEST,False
652,27,H1,SHEEP,999,0.0,5315.0,True,134,HARVEST,False
653,27,H3,SHEEP,999,0.0,9755.0,True,132,HARVEST,False
655,27,H0,COW,999,0.0,9755.0,True,129,HARVEST,False
656,27,H3,SHEEP,999,0.0,9755.0,True,124,HARVEST,False
656,27,H6,COW,999,0.0,9755.0,True,124,HARVEST,False
657,27,F,COW,999,0.0,9755.0,True,123,HARVEST,False
658,27,H0,COW,999,0.0,9755.0,True,116,HARVEST,False
660,27,H3,COW,999,0.0,9755.0,True,108,HARVEST,False
675,28,F,COW,999,0.0,4083.0,True,103,HARVEST,False
677,28,H3,SHEEP,999,0.0,8316.0,True,97,HARVEST,False
677,28,H4,SHEEP,999,0.0,8316.0,True,97,HARVEST,False
678,28,F,COW,999,0.0,8328.0,True,94,HARVEST,False
680,28,H3,SHEEP,999,0.0,9970.0,True,89,HARVEST,False
680,28,H4,SHEEP,999,0.0,9970.0,True,89,HARVEST,False
9,0,F,SHEEP,135,0.0,0.0,True,5,HARVEST,True
10,0,H0,COW,182,0.0,0.0,True,6,HARVEST,True
15,0,H0,COW,177,0.0,0.0,True,9,HARVEST,True
21,0,H0,SHEEP,123,0.0,0.0,True,18,HARVEST,True
29,1,F,COW,163,0.0,392.0,True,38,HARVEST,True
32,1,F,COW,160,0.0,392.0,True,38,HARVEST,True
36,1,F,SHEEP,108,0.0,392.0,True,38,HARVEST,True
40,1,F,SHEEP,104,0.0,392.0,True,38,HARVEST,True
53,2,F,COW,139,0.0,388.0,True,41,HARVEST,True
57,2,F,COW,135,0.0,388.0,True,36,HARVEST,True
62,2,F,SHEEP,82,0.0,388.0,True,31,HARVEST,True
67,2,F,SHEEP,77,0.0,388.0,True,24,HARVEST,True
77,3,F,COW,115,0.0,380.0,True,41,HARVEST,True
81,3,F,COW,111,0.0,380.0,True,39,HARVEST,True
86,3,F,SHEEP,58,0.0,380.0,True,35,HARVEST,True
101,4,F,COW,91,0.0,1097.0,True,41,HARVEST,True
105,4,F,COW,87,0.0,1097.0,True,35,HARVEST,True
125,5,F,COW,67,0.0,368.0,True,39,HARVEST,True
129,5,F,COW,63,0.0,368.0,True,38,HARVEST,True
159,6,F,SHEEP,57,0.0,2396.0,True,32,HARVEST,True
177,7,H0,COW,183,0.0,352.0,True,46,HARVEST,True
181,7,H0,COW,179,0.0,352.0,True,40,HARVEST,True
197,8,F,COW,163,0.0,3393.0,True,63,WATER,True
197,8,H0,COW,163,0.0,3393.0,True,63,WATER,True
202,8,H1,COW,182,0.0,3393.0,True,54,WATER,True
204,8,H1,COW,999,0.0,3393.0,True,54,WATER,True
221,9,H1,COW,139,0.0,1638.0,True,61,WATER,True
222,9,H0,COW,138,0.0,1638.0,True,60,WATER,True
223,9,F,COW,161,0.0,1638.0,True,55,WATER,True
227,9,H0,SHEEP,61,0.0,1638.0,True,43,WATER,True
245,10,F,COW,115,36.0,18138.0,True,64,WATER,True
245,10,H1,COW,115,36.0,18138.0,True,64,WATER,True
247,10,H0,COW,137,72.0,18138.0,True,60,WATER,True
252,10,H0,COW,180,3480.0,18066.0,True,51,WATER,True
270,11,F,COW,90,0.0,0.0,True,59,WATER,True
270,11,H0,COW,90,0.0,0.0,True,59,WATER,True
272,11,H2,SHEEP,136,0.0,0.0,True,58,WATER,True
274,11,H1,COW,158,0.0,0.0,True,48,WATER,True
274,11,H3,SHEEP,134,0.0,0.0,True,48,WATER,True
277,11,H2,SHEEP,131,0.0,0.0,True,42,WATER,True
278,11,H1,COW,106,0.0,0.0,True,39,WATER,True
279,11,H3,COW,177,0.0,0.0,True,40,WATER,True
284,11,H1,SHEEP,124,0.0,0.0,True,30,HARVEST,True
288,11,H1,COW,168,0.0,0.0,True,32,HARVEST,True
292,12,H3,COW,68,0.0,0.0,True,97,WATER,True
293,12,F,SHEEP,115,0.0,3813.0,True,94,WATER,True
293,12,H0,COW,163,0.0,3813.0,True,94,WATER,True
293,12,H2,SHEEP,115,0.0,3813.0,True,94,WATER,True
294,12,H1,COW,66,0.0,3813.0,True,93,WATER,True
297,12,F,COW,159,0.0,3813.0,True,84,WATER,True
297,12,H0,SHEEP,111,0.0,3813.0,True,84,WATER,True
297,12,H2,COW,135,0.0,3813.0,True,84,WATER,True
299,12,H1,SHEEP,61,0.0,3813.0,True,82,WATER,True
301,12,H2,COW,83,0.0,3813.0,True,76,WATER,True
306,12,H2,SHEEP,102,0.0,3813.0,True,69,WATER,True
318,13,F,SHEEP,90,0.0,1240.0,True,91,WATER,True
318,13,H3,SHEEP,90,0.0,1240.0,True,91,WATER,True
320,13,H1,COW,136,0.0,1240.0,True,84,WATER,True
322,13,F,COW,134,0.0,1240.0,True,77,WATER,True
322,13,H3,COW,110,0.0,1240.0,True,77,WATER,True
324,13,H1,SHEEP,84,0.0,1240.0,True,67,WATER,True
326,13,H3,COW,58,0.0,1240.0,True,59,WATER,True
331,13,H3,SHEEP,77,0.0,1240.0,True,40,WATER,True
341,14,F,SHEEP,67,0.0,2166.0,True,93,WATER,True
341,14,H2,SHEEP,67,0.0,2166.0,True,93,WATER,True
343,14,H1,COW,113,0.0,2166.0,True,88,WATER,True
345,14,F,COW,111,0.0,2166.0,True,80,WATER,True
345,14,H2,COW,87,0.0,2166.0,True,80,WATER,True
347,14,H1,SHEEP,61,0.0,2166.0,True,76,WATER,True
351,14,H1,SHEEP,57,0.0,2166.0,True,68,WATER,True
366,15,H0,COW,90,0.0,4400.0,True,92,WATER,True
370,15,F,COW,86,0.0,4400.0,True,77,WATER,True
370,15,H2,COW,62,0.0,4400.0,True,77,WATER,True
373,15,H1,SHEEP,59,0.0,4400.0,True,63,WATER,True
392,16,H1,COW,64,0.0,2504.0,True,91,WATER,True
394,16,F,COW,62,0.0,2504.0,True,83,WATER,True
415,17,F,SHEEP,65,0.0,8677.0,True,112,WATER,True
415,17,H3,SHEEP,65,0.0,8677.0,True,112,WATER,True
421,17,H1,SHEEP,59,1024.0,8677.0,True,86,WATER,True
425,17,H1,SHEEP,999,0.0,7653.0,True,72,WATER,True
444,18,H1,SHEEP,60,0.0,7666.0,True,83,WATER,True
448,18,H1,SHEEP,999,1651.0,7666.0,True,69,WATER,True
487,20,F,SHEEP,65,0.0,8928.0,True,95,WATER,True
487,20,H3,SHEEP,65,0.0,8928.0,True,95,WATER,True
493,20,H1,SHEEP,59,0.0,8928.0,True,72,WATER,True
498,20,F,SHEEP,126,4920.0,9928.0,True,50,WATER,True
517,21,H1,SHEEP,59,1488.0,10047.0,True,104,HARVEST,True
559,23,F,SHEEP,65,531.0,17312.0,True,136,HARVEST,True
559,23,H3,SHEEP,65,531.0,17312.0,True,136,HARVEST,True
566,23,H1,SHEEP,58,2674.0,14950.0,True,107,HARVEST,True
588,24,H1,SHEEP,60,2160.0,10697.0,True,93,HARVEST,True
