w_ds5,l_ds5,w_ttn,l_ttn,w_tslc,l_tslc,animal,day
371.0,0.0,999,999,23,24,SHEEP,26
689.0,0.0,19,18,24,24,SHEEP,26
689.0,0.0,43,18,24,24,SHEEP,26
901.0,0.0,999,999,24,24,COW,26
1325.0,0.0,17,18,24,24,COW,26
1325.0,0.0,999,999,23,24,SHEEP,26
1113.0,0.0,16,18,24,24,SHEEP,26
1113.0,0.0,999,999,24,24,SHEEP,26
954.0,0.0,15,18,24,24,COW,26
636.0,0.0,14,18,24,24,COW,26
0.0,0.0,12,18,24,24,COW,26
0.0,0.0,12,18,24,24,COW,26
0.0,463.0,21,20,24,24,COW,27
0.0,255.0,999,999,24,24,COW,27
0.0,827.0,999,999,24,23,SHEEP,27
0.0,827.0,999,999,24,23,SHEEP,27
0.0,463.0,19,20,24,24,SHEEP,27
0.0,463.0,18,20,24,24,COW,27
0.0,255.0,999,999,24,24,COW,27
0.0,463.0,41,20,24,24,SHEEP,27
0.0,827.0,999,999,24,23,SHEEP,27
0.0,463.0,16,20,24,24,SHEEP,27
0.0,255.0,999,999,20,24,COW,27
0.0,255.0,999,999,24,24,COW,27
0.0,255.0,999,999,24,24,COW,27
0.0,255.0,999,999,24,24,COW,27
0.0,0.0,999,999,24,24,COW,28
0.0,0.0,20,18,24,24,COW,28
0.0,0.0,20,43,24,24,SHEEP,28
0.0,0.0,999,43,24,24,SHEEP,28
0.0,0.0,999,999,24,24,SHEEP,28
0.0,0.0,999,999,24,24,COW,28
0.0,0.0,17,18,24,24,COW,28
0.0,0.0,17,43,24,24,SHEEP,28
0.0,0.0,999,43,24,24,SHEEP,28
0.0,0.0,999,999,24,24,SHEEP,28
0.0,0.0,15,18,24,24,COW,28
0.0,0.0,14,18,24,24,COW,28
0.0,0.0,12,18,24,24,COW,28
0.0,0.0,12,18,28,24,COW,28
0.0,0.0,135,136,999,999,SHEEP,0
0.0,0.0,182,167,999,999,COW,0
0.0,0.0,177,167,999,999,COW,0
0.0,0.0,123,136,999,999,SHEEP,0
0.0,0.0,163,167,19,999,COW,1
0.0,0.0,160,167,17,999,COW,1
0.0,0.0,108,136,15,999,SHEEP,1
0.0,0.0,104,136,31,999,SHEEP,1
0.0,0.0,139,167,24,999,COW,2
0.0,0.0,135,167,25,999,COW,2
0.0,0.0,82,136,26,999,SHEEP,2
0.0,0.0,77,136,27,999,SHEEP,2
0.0,0.0,115,167,24,999,COW,3
0.0,0.0,111,167,24,999,COW,3
0.0,0.0,58,136,24,999,SHEEP,3
0.0,0.0,53,136,24,999,SHEEP,3
0.0,0.0,91,167,24,999,COW,4
0.0,0.0,87,167,24,999,COW,4
0.0,0.0,34,136,24,999,SHEEP,4
0.0,0.0,29,136,24,999,SHEEP,4
0.0,0.0,67,167,24,999,COW,5
0.0,0.0,63,167,24,999,COW,5
0.0,0.0,10,136,24,999,SHEEP,5
0.0,0.0,8,136,21,999,SHEEP,5
0.0,0.0,43,167,24,999,COW,6
0.0,0.0,39,167,24,999,COW,6
0.0,0.0,57,111,25,20,SHEEP,6
2396.0,0.0,51,111,29,20,SHEEP,6
0.0,217.0,18,141,25,26,COW,7
0.0,217.0,183,141,999,26,COW,7
0.0,217.0,14,141,25,26,COW,7
0.0,217.0,179,141,999,26,COW,7
0.0,248.0,33,92,24,17,SHEEP,7
0.0,248.0,32,92,19,17,SHEEP,7
0.0,0.0,163,117,20,24,COW,8
0.0,0.0,163,117,16,24,COW,8
0.0,96.0,15,63,17,26,SHEEP,8
0.0,0.0,38,117,28,24,COW,8
0.0,0.0,182,117,999,24,COW,8
0.0,0.0,999,999,26,24,COW,8
0.0,96.0,11,63,22,26,SHEEP,8
0.0,66.0,139,93,24,24,COW,9
0.0,66.0,138,93,25,24,COW,9
0.0,66.0,161,93,21,24,COW,9
0.0,66.0,15,93,23,24,COW,9
0.0,165.0,61,43,26,17,SHEEP,9
0.0,66.0,11,93,25,24,COW,9
0.0,165.0,53,43,30,17,SHEEP,9
36.0,0.0,115,68,23,25,COW,10
36.0,0.0,115,68,24,25,COW,10
72.0,0.0,137,68,24,25,COW,10
144.0,0.0,39,14,22,26,SHEEP,10
144.0,0.0,38,68,25,25,COW,10
3480.0,0.0,180,68,999,25,COW,10
3516.0,0.0,35,14,18,26,SHEEP,10
12288.0,0.0,33,68,26,25,COW,10
0.0,30.0,90,45,25,23,COW,11
0.0,30.0,90,45,25,23,COW,11
0.0,429.0,136,135,999,999,SHEEP,11
0.0,429.0,14,135,25,999,SHEEP,11
0.0,30.0,14,45,24,23,COW,11
0.0,30.0,158,45,22,23,COW,11
0.0,429.0,134,135,999,999,SHEEP,11
0.0,429.0,131,135,999,999,SHEEP,11
0.0,429.0,10,135,25,999,SHEEP,11
0.0,30.0,10,45,23,23,COW,11
0.0,30.0,106,45,31,23,COW,11
0.0,30.0,177,45,999,23,COW,11
0.0,429.0,124,135,999,999,SHEEP,11
0.0,30.0,168,45,999,23,COW,11
0.0,0.0,68,21,22,24,COW,12
0.0,429.0,115,135,19,999,SHEEP,12
0.0,0.0,163,21,5,24,COW,12
0.0,429.0,115,135,21,999,SHEEP,12
0.0,0.0,66,21,24,24,COW,12
0.0,0.0,159,21,18,24,COW,12
0.0,429.0,111,135,20,999,SHEEP,12
0.0,0.0,135,21,23,24,COW,12
0.0,0.0,39,21,23,24,COW,12
0.0,429.0,61,135,25,999,SHEEP,12
0.0,0.0,83,21,23,24,COW,12
0.0,0.0,34,21,24,24,COW,12
0.0,429.0,102,135,22,999,SHEEP,12
3813.0,429.0,52,135,30,999,SHEEP,12
0.0,0.0,90,19,25,13,SHEEP,13
0.0,0.0,90,19,25,13,SHEEP,13
0.0,0.0,41,164,25,999,COW,13
0.0,0.0,41,164,27,999,COW,13
0.0,0.0,136,164,27,999,COW,13
0.0,0.0,134,164,25,999,COW,13
0.0,0.0,110,164,25,999,COW,13
0.0,0.0,37,19,24,13,SHEEP,13
0.0,0.0,13,164,26,999,COW,13
0.0,0.0,84,19,27,13,SHEEP,13
0.0,0.0,58,164,25,999,COW,13
0.0,0.0,9,164,25,999,COW,13
0.0,0.0,77,19,25,13,SHEEP,13
1240.0,0.0,28,19,24,13,SHEEP,13
0.0,0.0,20,21,21,24,COW,14
0.0,0.0,67,91,23,16,SHEEP,14
0.0,0.0,67,91,23,16,SHEEP,14
0.0,0.0,18,21,23,24,COW,14
0.0,0.0,113,21,23,24,COW,14
0.0,0.0,111,21,23,24,COW,14
0.0,0.0,87,21,23,24,COW,14
0.0,0.0,39,21,22,24,COW,14
0.0,0.0,14,91,23,16,SHEEP,14
0.0,0.0,61,91,23,16,SHEEP,14
0.0,0.0,35,21,23,24,COW,14
0.0,0.0,34,21,23,24,COW,14
0.0,0.0,57,91,20,16,SHEEP,14
0.0,0.0,7,91,21,16,SHEEP,14
0.0,221.0,42,43,25,13,SHEEP,15
0.0,110.0,90,116,23,17,COW,15
0.0,221.0,42,43,25,13,SHEEP,15
0.0,110.0,42,116,26,17,COW,15
0.0,110.0,40,116,26,17,COW,15
0.0,110.0,86,116,25,17,COW,15
0.0,221.0,38,43,23,13,SHEEP,15
0.0,110.0,62,116,25,17,COW,15
0.0,110.0,14,116,25,17,COW,15
0.0,221.0,59,43,27,13,SHEEP,15
0.0,110.0,10,116,25,17,COW,15
0.0,110.0,10,116,24,17,COW,15
0.0,221.0,30,43,27,13,SHEEP,15
4400.0,221.0,52,43,27,13,SHEEP,15
0.0,152.0,19,92,23,24,COW,16
0.0,266.0,18,19,24,24,SHEEP,16
0.0,266.0,18,19,24,24,SHEEP,16
0.0,152.0,17,92,23,24,COW,16
0.0,152.0,64,92,26,24,COW,16
0.0,152.0,62,92,24,24,COW,16
0.0,152.0,38,92,24,24,COW,16
0.0,152.0,38,92,24,24,COW,16
0.0,266.0,37,19,22,24,SHEEP,16
0.0,266.0,12,19,26,24,SHEEP,16
0.0,152.0,33,92,25,24,COW,16
0.0,152.0,33,92,25,24,COW,16
0.0,266.0,8,19,22,24,SHEEP,16
0.0,266.0,30,19,22,24,SHEEP,16
0.0,240.0,65,116,25,21,SHEEP,17
0.0,240.0,65,116,25,21,SHEEP,17
0.0,240.0,40,68,25,24,COW,17
0.0,240.0,40,68,24,24,COW,17
0.0,240.0,40,68,27,24,COW,17
0.0,240.0,37,68,25,24,COW,17
0.0,240.0,13,68,25,24,COW,17
1024.0,240.0,12,116,25,21,SHEEP,17
1024.0,240.0,12,68,26,24,COW,17
1024.0,240.0,59,116,25,21,SHEEP,17
1024.0,240.0,9,68,24,24,COW,17
1024.0,240.0,8,68,25,24,COW,17
0.0,0.0,999,999,25,12,SHEEP,17
7653.0,240.0,3,116,27,21,SHEEP,17
0.0,0.0,19,21,21,24,COW,18
0.0,0.0,42,92,23,24,SHEEP,18
0.0,0.0,18,21,22,24,COW,18
0.0,0.0,42,92,23,24,SHEEP,18
0.0,0.0,17,21,23,24,COW,18
0.0,0.0,14,21,23,24,COW,18
0.0,0.0,38,92,21,24,SHEEP,18
0.0,0.0,38,21,22,24,COW,18
0.0,0.0,37,21,24,24,COW,18
0.0,0.0,60,92,24,24,SHEEP,18
1651.0,0.0,33,21,23,24,COW,18
1651.0,0.0,999,999,19,25,SHEEP,18
1651.0,0.0,32,21,25,24,COW,18
6015.0,0.0,28,92,27,24,SHEEP,18
0.0,336.0,18,67,24,25,SHEEP,19
0.0,336.0,18,67,24,25,SHEEP,19
0.0,168.0,42,20,25,24,COW,19
0.0,168.0,40,20,25,24,COW,19
0.0,168.0,39,20,27,24,COW,19
1012.0,168.0,14,20,23,24,COW,19
1012.0,168.0,14,20,24,24,COW,19
1012.0,168.0,37,20,25,24,COW,19
2164.0,336.0,36,67,24,25,SHEEP,19
2164.0,336.0,11,67,27,25,SHEEP,19
3148.0,168.0,10,20,22,24,COW,19
3148.0,168.0,10,20,23,24,COW,19
0.0,336.0,5,67,23,25,SHEEP,19
0.0,336.0,29,67,27,25,SHEEP,19
0.0,0.0,65,44,25,23,SHEEP,20
0.0,0.0,17,38,23,24,COW,20
0.0,0.0,17,38,25,24,COW,20
0.0,0.0,65,44,25,23,SHEEP,20
0.0,0.0,16,38,23,24,COW,20
0.0,0.0,13,38,24,24,COW,20
0.0,0.0,13,44,23,23,SHEEP,20
0.0,0.0,36,38,26,24,COW,20
0.0,0.0,36,38,26,24,COW,20
0.0,0.0,59,44,24,23,SHEEP,20
3876.0,0.0,31,38,27,24,COW,20
3876.0,0.0,31,38,27,24,COW,20
4920.0,0.0,126,999,23,25,SHEEP,20
5052.0,0.0,2,44,27,23,SHEEP,20
0.0,450.0,42,19,23,25,SHEEP,21
0.0,450.0,42,19,23,25,SHEEP,21
0.0,900.0,42,17,23,25,COW,21
0.0,900.0,41,17,23,25,COW,21
1000.0,900.0,40,17,25,25,COW,21
1000.0,900.0,14,17,22,25,COW,21
1000.0,900.0,14,17,22,25,COW,21
2488.0,900.0,37,17,24,25,COW,21
2488.0,450.0,37,19,22,25,SHEEP,21
1488.0,450.0,59,19,26,25,SHEEP,21
1995.0,900.0,10,17,21,25,COW,21
1995.0,900.0,10,17,21,25,COW,21
3955.0,450.0,33,19,21,25,SHEEP,21
4807.0,450.0,54,19,20,25,SHEEP,21
0.0,0.0,18,43,24,23,SHEEP,22
0.0,0.0,18,43,24,23,SHEEP,22
0.0,0.0,17,21,23,24,COW,22
0.0,0.0,17,21,25,24,COW,22
0.0,0.0,16,21,25,24,COW,22
0.0,0.0,14,21,23,24,COW,22
0.0,0.0,37,43,22,23,SHEEP,22
0.0,0.0,37,21,25,24,COW,22
0.0,0.0,12,43,25,23,SHEEP,22
0.0,0.0,36,21,26,24,COW,22
0.0,0.0,32,21,26,24,COW,22
0.0,0.0,31,21,27,24,COW,22
5392.0,0.0,3,43,30,23,SHEEP,22
5392.0,0.0,26,43,28,23,SHEEP,22
531.0,705.0,65,18,25,25,SHEEP,23
531.0,705.0,65,18,25,25,SHEEP,23
531.0,235.0,40,20,25,24,COW,23
531.0,235.0,40,20,25,24,COW,23
2362.0,235.0,39,20,25,24,COW,23
2362.0,235.0,13,20,24,24,COW,23
1831.0,235.0,36,20,26,24,COW,23
1831.0,705.0,12,18,25,25,SHEEP,23
2674.0,705.0,58,18,26,25,SHEEP,23
2674.0,235.0,9,20,23,24,COW,23
6139.0,235.0,8,20,28,24,COW,23
6918.0,705.0,54,999,21,13,SHEEP,23
4803.0,705.0,5,18,21,25,SHEEP,23
12276.0,235.0,4,20,27,24,COW,23
0.0,48.0,19,21,21,24,COW,24
0.0,734.0,42,17,23,26,SHEEP,24
0.0,48.0,18,21,21,24,COW,24
0.0,734.0,42,17,23,26,SHEEP,24
0.0,48.0,17,21,23,24,COW,24
0.0,48.0,14,21,22,24,COW,24
0.0,734.0,38,17,20,26,SHEEP,24
0.0,48.0,38,21,18,24,COW,24
1098.0,48.0,37,21,24,24,COW,24
2160.0,734.0,60,17,24,26,SHEEP,24
6737.0,342.0,999,999,26,23,SHEEP,24
6737.0,48.0,27,21,25,24,COW,24
6737.0,48.0,26,21,31,24,COW,24
0.0,800.0,18,19,24,13,SHEEP,25
0.0,800.0,18,19,24,13,SHEEP,25
0.0,800.0,42,19,25,25,COW,25
0.0,800.0,40,19,25,25,COW,25
0.0,800.0,39,19,27,25,COW,25
0.0,800.0,14,19,23,25,COW,25
0.0,800.0,14,19,24,25,COW,25
0.0,800.0,37,19,25,25,COW,25
0.0,800.0,36,19,24,13,SHEEP,25
0.0,800.0,11,19,27,13,SHEEP,25
1910.0,800.0,10,19,16,25,COW,25
1910.0,800.0,10,19,17,25,COW,25
1880.0,500.0,5,999,49,21,SHEEP,25
1880.0,800.0,29,19,22,13,SHEEP,25
0.0,0.0,65,18,25,24,SHEEP,26
0.0,0.0,17,18,23,24,COW,26
0.0,0.0,17,18,25,24,COW,26
0.0,0.0,65,18,25,24,SHEEP,26
0.0,0.0,16,18,23,24,COW,26
0.0,0.0,13,18,24,24,COW,26
0.0,0.0,13,18,23,24,SHEEP,26
0.0,0.0,36,18,26,24,COW,26
0.0,0.0,36,18,26,24,COW,26
0.0,0.0,59,18,24,24,SHEEP,26
0.0,0.0,31,18,27,24,COW,26
0.0,0.0,31,18,27,24,COW,26
1706.0,0.0,5,18,24,24,SHEEP,26
0.0,463.0,42,20,23,24,SHEEP,27
0.0,463.0,42,20,23,24,SHEEP,27
0.0,463.0,42,20,23,24,COW,27
0.0,463.0,41,20,23,24,COW,27
0.0,463.0,40,20,25,24,COW,27
0.0,463.0,14,20,22,24,COW,27
0.0,463.0,14,20,22,24,COW,27
1091.0,463.0,37,20,24,24,COW,27
1091.0,463.0,37,20,22,24,SHEEP,27
1796.0,463.0,999,20,26,24,SHEEP,27
1796.0,463.0,10,20,21,24,COW,27
1796.0,463.0,10,20,21,24,COW,27
2447.0,463.0,30,20,25,24,SHEEP,27
3529.0,827.0,999,999,27,23,SHEEP,27
0.0,0.0,18,43,24,24,SHEEP,28
0.0,0.0,18,43,24,24,SHEEP,28
0.0,0.0,17,18,23,24,COW,28
0.0,0.0,17,18,25,24,COW,28
0.0,0.0,16,18,25,24,COW,28
0.0,0.0,14,18,23,24,COW,28
0.0,0.0,999,43,22,24,SHEEP,28
0.0,0.0,999,18,25,24,COW,28
0.0,0.0,12,43,25,24,SHEEP,28
0.0,0.0,999,18,26,24,COW,28
0.0,0.0,999,999,16,24,SHEEP,28
0.0,0.0,999,999,25,24,COW,28
0.0,0.0,999,18,26,24,COW,28
0.0,0.0,6,43,24,24,SHEEP,28
